Legend:         n     l     2j   2mj   2tz   
Orbit number:  1     0   0   1  -1  -1
Orbit number:  2     0   0   1   1  -1
Orbit number:  3     0   0   1  -1   1
Orbit number:  4     0   0   1   1   1
Orbit number:  5     0   1   3  -3  -1
Orbit number:  6     0   1   3  -1  -1
Orbit number:  7     0   1   3   1  -1
Orbit number:  8     0   1   3   3  -1
Orbit number:  9     0   1   3  -3   1
Orbit number: 10     0   1   3  -1   1
Orbit number: 11     0   1   3   1   1
Orbit number: 12     0   1   3   3   1
Orbit number: 13     0   1   1  -1  -1
Orbit number: 14     0   1   1   1  -1
Orbit number: 15     0   1   1  -1   1
Orbit number: 16     0   1   1   1   1
Orbit number: 17     0   2   5  -5  -1
Orbit number: 18     0   2   5  -3  -1
Orbit number: 19     0   2   5  -1  -1
Orbit number: 20     0   2   5   1  -1
Orbit number: 21     0   2   5   3  -1
Orbit number: 22     0   2   5   5  -1
Orbit number: 23     0   2   5  -5   1
Orbit number: 24     0   2   5  -3   1
Orbit number: 25     0   2   5  -1   1
Orbit number: 26     0   2   5   1   1
Orbit number: 27     0   2   5   3   1
Orbit number: 28     0   2   5   5   1
Orbit number: 29     0   2   3  -3  -1
Orbit number: 30     0   2   3  -1  -1
Orbit number: 31     0   2   3   1  -1
Orbit number: 32     0   2   3   3  -1
Orbit number: 33     0   2   3  -3   1
Orbit number: 34     0   2   3  -1   1
Orbit number: 35     0   2   3   1   1
Orbit number: 36     0   2   3   3   1
Orbit number: 37     1   0   1  -1  -1
Orbit number: 38     1   0   1   1  -1
Orbit number: 39     1   0   1  -1   1
Orbit number: 40     1   0   1   1   1
Orbit number: 41     0   3   7  -7  -1
Orbit number: 42     0   3   7  -5  -1
Orbit number: 43     0   3   7  -3  -1
Orbit number: 44     0   3   7  -1  -1
Orbit number: 45     0   3   7   1  -1
Orbit number: 46     0   3   7   3  -1
Orbit number: 47     0   3   7   5  -1
Orbit number: 48     0   3   7   7  -1
Orbit number: 49     0   3   7  -7   1
Orbit number: 50     0   3   7  -5   1
Orbit number: 51     0   3   7  -3   1
Orbit number: 52     0   3   7  -1   1
Orbit number: 53     0   3   7   1   1
Orbit number: 54     0   3   7   3   1
Orbit number: 55     0   3   7   5   1
Orbit number: 56     0   3   7   7   1
Orbit number: 57     0   3   5  -5  -1
Orbit number: 58     0   3   5  -3  -1
Orbit number: 59     0   3   5  -1  -1
Orbit number: 60     0   3   5   1  -1
Orbit number: 61     0   3   5   3  -1
Orbit number: 62     0   3   5   5  -1
Orbit number: 63     0   3   5  -5   1
Orbit number: 64     0   3   5  -3   1
Orbit number: 65     0   3   5  -1   1
Orbit number: 66     0   3   5   1   1
Orbit number: 67     0   3   5   3   1
Orbit number: 68     0   3   5   5   1
Orbit number: 69     1   1   3  -3  -1
Orbit number: 70     1   1   3  -1  -1
Orbit number: 71     1   1   3   1  -1
Orbit number: 72     1   1   3   3  -1
Orbit number: 73     1   1   3  -3   1
Orbit number: 74     1   1   3  -1   1
Orbit number: 75     1   1   3   1   1
Orbit number: 76     1   1   3   3   1
Orbit number: 77     1   1   1  -1  -1
Orbit number: 78     1   1   1   1  -1
Orbit number: 79     1   1   1  -1   1
Orbit number: 80     1   1   1   1   1
